Project_ID,Project_Type,Building_Area_m2,Green_Certification_Level,Policy_Interventions,Lifecycle_Phase,Embodied_Emissions_tCO2e,Operational_Emissions_tCO2e,Supply_Chain_Emission_Share_%,ReadyMix_Concrete_Emission_tCO2e,Electric_Power_Emission_tCO2e,Lighting_Fixture_Emission_tCO2e,Material_Reuse_%,Renewable_Energy_%,Waste_Minimization_%,Urban_Sustainability_Score,Total_Lifecycle_Emissions_tCO2e,Emission_Reduction_%,Emission_Reduction_Class
P0176,Low-rise,9484,None,2,End-of-life,1058.8,996.44,66.8,803.57,962.11,58.51,18.7,12.1,30.9,82.4,2055.24,11.0,Low
P0177,High-rise,17675,Basic,2,Material Production,1990.22,1627.09,37.6,419.81,987.3,299.52,42.4,34.0,29.1,39.7,3617.31,17.0,Medium
P0178,Mid-rise,16383,Platinum,4,End-of-life,1422.51,2933.92,75.6,616.84,857.44,33.77,8.1,51.4,14.4,86.4,4356.43,49.7,High
P0179,Low-rise,5890,Silver,2,Construction,333.33,1199.75,74.6,849.75,1398.17,143.52,13.5,54.2,21.8,71.9,1533.08,25.4,Medium
P0180,Low-rise,19139,Silver,1,Operation,1987.1,1906.63,62.7,719.3,1404.66,146.59,2.2,54.9,26.2,70.0,3893.73,23.6,Medium
P0181,Low-rise,2107,Silver,4,Operation,934.21,543.53,63.6,119.05,817.81,104.18,18.2,16.0,24.8,47.4,1477.74,34.8,Medium
P0182,High-rise,7073,Basic,2,Construction,717.32,1936.24,30.3,403.04,528.06,179.98,19.0,13.5,28.2,24.5,2653.56,18.5,Medium
P0183,Mid-rise,17868,Basic,0,Construction,1204.18,542.01,79.2,230.03,743.42,61.99,40.3,41.3,3.3,82.3,1746.19,11.9,Low
P0184,Low-rise,6276,Basic,2,Construction,747.75,2889.94,73.9,309.67,361.18,239.5,32.7,51.9,14.2,32.8,3637.69,16.8,Medium
P0185,Low-rise,4176,None,4,Material Production,355.62,2232.29,74.8,914.94,990.88,113.09,21.8,22.3,17.4,47.9,2587.91,17.2,Medium
P0186,Low-rise,3880,Gold,1,End-of-life,202.57,2428.03,63.0,133.2,800.13,185.58,32.6,7.3,10.4,65.0,2630.6,32.3,Medium
P0187,High-rise,9211,Silver,1,End-of-life,1009.25,2201.08,47.2,297.82,244.62,220.38,2.6,50.2,6.9,56.2,3210.33,25.5,Medium
P0188,High-rise,9282,Gold,0,End-of-life,1706.35,1892.27,74.7,378.61,376.71,268.93,9.0,21.0,5.6,34.9,3598.62,32.2,Medium
P0189,Mid-rise,17934,Platinum,0,Construction,1230.17,1514.76,44.6,655.2,771.48,254.02,31.3,11.6,14.7,30.5,2744.93,41.1,High
P0190,High-rise,14497,Basic,2,End-of-life,1998.57,2617.61,58.1,580.69,1342.62,190.33,32.1,10.3,19.7,29.2,4616.18,18.9,Medium
P0191,Low-rise,6842,Gold,2,Construction,716.32,2883.46,35.0,296.44,892.95,128.75,38.7,22.0,2.5,84.7,3599.78,36.7,High
P0192,Mid-rise,17843,Silver,0,Material Production,704.82,1647.4,76.1,247.82,1054.15,160.9,20.1,41.5,37.9,22.4,2352.22,20.8,Medium
P0193,Low-rise,6559,Platinum,4,Operation,487.55,2815.14,37.0,313.12,574.64,235.25,36.1,25.1,30.6,93.3,3302.69,54.7,High
P0194,Low-rise,9384,Basic,3,Construction,495.31,1875.0,41.2,552.28,899.98,265.71,34.2,1.4,29.2,34.9,2370.31,15.9,Medium
P0195,High-rise,6155,Gold,2,Construction,713.34,1753.64,57.9,344.06,726.33,49.06,48.2,6.8,6.9,28.3,2466.98,39.8,High
P0196,Mid-rise,12591,Silver,4,Operation,1627.11,1527.1,68.2,952.84,1022.78,127.76,10.8,20.3,24.2,63.3,3154.21,34.1,Medium
P0197,High-rise,19830,Basic,0,Operation,1830.36,865.08,61.0,517.48,170.81,237.31,27.6,46.2,21.2,26.0,2695.44,12.2,Low
P0198,High-rise,15751,None,2,Material Production,1955.16,310.04,41.6,152.92,790.62,140.86,30.1,6.9,39.3,65.2,2265.2,13.9,Low
P0199,Mid-rise,1026,Gold,3,End-of-life,618.12,952.07,30.0,756.34,514.39,113.02,49.9,39.2,29.9,83.8,1570.19,40.0,High
P0200,Low-rise,3724,Gold,4,Construction,1786.34,1676.25,67.9,395.96,556.66,135.17,10.1,8.4,23.0,23.6,3462.59,43.3,High
P0201,Low-rise,15569,Basic,3,End-of-life,790.86,1325.89,79.3,688.14,1445.28,188.8,26.2,14.8,34.0,80.0,2116.75,19.9,Medium
P0202,Mid-rise,12036,Silver,1,Construction,403.11,1510.91,70.5,351.63,355.77,299.95,17.3,12.1,6.2,49.6,1914.02,22.6,Medium
P0203,Low-rise,14047,Basic,4,Material Production,1766.04,2947.75,53.0,613.67,535.74,158.04,26.3,4.7,0.6,32.0,4713.79,22.5,Medium
P0204,Mid-rise,18759,Gold,0,Operation,1344.99,1245.74,75.2,794.94,813.85,78.38,11.6,47.0,27.6,33.2,2590.73,32.4,Medium
P0205,Mid-rise,2263,None,4,Material Production,496.52,1520.89,50.5,935.21,1308.24,65.6,2.4,32.4,3.9,88.9,2017.41,19.9,Medium
P0206,High-rise,9212,Platinum,4,Operation,973.7,660.49,56.2,335.01,683.34,31.86,28.6,58.2,4.6,28.3,1634.19,51.2,High
P0207,Mid-rise,6297,Basic,0,End-of-life,717.06,429.49,53.9,401.37,1141.41,176.47,16.8,6.9,29.8,85.0,1146.55,8.6,Low
P0208,High-rise,9708,Basic,3,End-of-life,1526.23,2393.61,52.4,517.84,1298.92,172.48,9.1,10.1,10.8,60.8,3919.84,16.8,Medium
P0209,Low-rise,5609,None,0,Material Production,1016.15,1840.84,68.8,934.46,534.02,77.47,16.2,21.5,25.1,22.9,2856.99,3.5,Low
P0210,Low-rise,17000,None,2,Operation,1980.7,2353.9,56.3,911.25,649.85,214.69,2.5,53.6,36.7,54.8,4334.6,12.5,Low
P0211,Low-rise,2933,Silver,2,Material Production,298.54,704.63,45.8,180.89,599.18,227.51,47.5,21.4,12.7,81.3,1003.17,25.4,Medium
P0212,Low-rise,17467,Basic,2,Operation,839.03,1843.94,42.9,218.74,1266.0,92.55,29.1,28.6,8.7,74.5,2682.97,18.5,Medium
P0213,High-rise,4667,Gold,4,Operation,1067.42,984.83,31.9,545.96,162.09,116.35,40.7,21.1,4.3,56.7,2052.25,40.9,High
P0214,Low-rise,18273,None,3,End-of-life,1105.64,915.77,59.2,195.96,531.79,297.33,21.2,5.6,5.2,84.5,2021.41,14.6,Low
P0215,Mid-rise,8857,Basic,2,End-of-life,768.68,331.12,41.5,411.02,1051.17,124.79,45.2,65.8,2.5,29.0,1099.8,15.6,Medium
P0216,Mid-rise,6654,Basic,4,Operation,1512.63,651.92,37.4,233.55,891.62,233.02,24.2,38.4,3.5,88.2,2164.55,21.5,Medium
P0217,Mid-rise,9420,None,4,Operation,1774.54,1135.02,62.7,672.44,710.81,146.76,28.7,55.1,17.3,83.5,2909.56,16.9,Medium
P0218,High-rise,18927,None,0,Operation,1889.69,615.57,64.1,954.55,855.93,242.14,24.6,46.1,12.8,73.1,2505.26,3.2,Low
P0219,Low-rise,17662,Silver,4,End-of-life,1649.17,2961.82,67.6,997.06,376.62,235.33,36.7,36.0,28.3,81.3,4610.99,33.3,Medium
P0220,Low-rise,713,Silver,0,End-of-life,1731.04,1133.31,55.2,437.72,703.0,206.97,28.3,6.3,34.8,60.8,2864.35,19.5,Medium
P0221,Low-rise,4262,Silver,4,Construction,1190.98,651.87,74.7,639.11,802.38,259.34,13.6,45.0,31.4,70.6,1842.85,29.5,Medium
P0222,High-rise,13899,Silver,1,Operation,1686.6,837.52,76.8,870.64,1361.66,282.98,7.3,10.9,21.2,62.0,2524.12,26.7,Medium
P0223,Mid-rise,10268,Silver,0,Construction,746.31,1886.8,70.4,205.72,465.17,182.4,30.3,29.0,4.1,46.7,2633.11,19.2,Medium
P0224,Mid-rise,11140,None,2,Operation,917.26,472.92,61.8,720.61,1314.96,86.49,24.5,44.0,28.4,62.7,1390.18,9.4,Low
P0225,Low-rise,7231,Silver,3,End-of-life,770.44,2628.57,45.2,467.96,1001.94,131.62,4.8,54.8,14.5,39.3,3399.01,30.1,Medium
P0226,Mid-rise,6291,Platinum,1,Construction,1041.3,2896.05,79.1,285.53,128.48,232.33,19.8,48.0,3.4,53.0,3937.35,46.8,High
P0227,Mid-rise,16322,Silver,0,Construction,714.04,966.22,43.7,462.48,1114.48,202.25,25.7,47.0,33.7,41.1,1680.26,17.5,Medium
P0228,High-rise,9283,Gold,2,Material Production,1930.9,1515.26,40.1,168.36,149.77,69.78,41.3,10.4,13.5,29.2,3446.16,37.4,High
P0229,High-rise,14121,Basic,4,Operation,763.12,359.76,52.1,725.87,1496.33,34.35,3.8,24.2,8.7,44.1,1122.88,22.6,Medium
P0230,High-rise,16519,Gold,1,End-of-life,376.48,2029.92,32.8,327.47,1321.69,211.23,17.4,3.0,34.9,83.9,2406.4,32.1,Medium
P0231,High-rise,3220,Gold,1,Material Production,1148.27,1417.6,78.9,380.27,516.28,90.3,41.1,50.4,36.1,48.6,2565.87,33.8,Medium
P0232,Low-rise,9405,Silver,2,Material Production,302.78,1029.16,59.4,208.97,460.38,159.91,32.4,66.7,13.6,76.1,1331.94,29.9,Medium
P0233,High-rise,9627,Platinum,0,Operation,398.98,858.46,57.8,878.19,634.02,229.09,14.5,18.5,14.2,33.1,1257.44,37.0,High
P0234,Mid-rise,16885,None,4,Material Production,594.9,2065.86,62.8,544.1,598.63,177.55,42.3,6.1,23.2,51.8,2660.76,16.3,Medium
P0235,Low-rise,6868,None,4,Operation,1035.83,1423.79,54.9,614.93,621.27,43.32,24.7,33.3,29.3,28.6,2459.62,18.8,Medium
P0236,Mid-rise,14556,Gold,2,Material Production,979.85,785.08,31.6,612.49,545.59,71.96,24.9,60.0,2.5,30.4,1764.93,37.1,High
P0237,Mid-rise,12736,Gold,1,Operation,1639.45,2160.59,60.6,469.44,969.59,81.41,48.8,38.6,23.7,66.3,3800.04,36.0,High
P0238,Mid-rise,18833,None,3,End-of-life,1531.05,1825.7,65.8,273.28,329.97,92.2,47.4,3.3,38.1,65.6,3356.75,10.8,Low
P0239,High-rise,14951,Basic,2,Operation,967.37,2618.41,50.8,770.62,1284.37,178.31,17.9,68.2,10.5,36.0,3585.78,17.4,Medium
P0240,High-rise,17801,None,4,Operation,800.67,617.18,67.9,214.35,1237.36,161.11,7.0,58.0,36.4,55.6,1417.85,18.9,Medium
P0241,Low-rise,10933,Basic,3,Construction,769.64,2421.3,41.4,193.49,767.08,76.88,16.3,9.2,38.0,84.7,3190.94,18.1,Medium
P0242,Low-rise,16025,Gold,3,End-of-life,1593.19,2118.5,41.1,739.13,1293.82,38.92,1.5,64.5,10.8,33.1,3711.69,36.3,High
P0243,High-rise,589,Silver,2,End-of-life,293.73,610.53,38.1,287.95,446.0,68.0,1.0,31.5,30.2,21.4,904.26,25.2,Medium
P0244,Mid-rise,18593,Basic,2,End-of-life,223.08,2176.02,48.6,376.1,124.59,295.63,19.8,26.0,9.6,68.9,2399.1,16.3,Medium
P0245,Low-rise,10861,Basic,4,Material Production,1631.98,1492.18,72.4,527.7,966.89,151.19,47.1,32.3,29.5,24.0,3124.16,24.3,Medium
P0246,High-rise,16869,None,2,Construction,1058.86,2851.46,71.4,504.42,741.07,262.86,43.6,58.4,31.9,93.5,3910.32,10.8,Low
P0247,High-rise,3541,Basic,3,End-of-life,435.59,682.35,49.1,737.72,894.03,257.65,25.6,46.2,9.9,65.7,1117.94,15.9,Medium
P0248,High-rise,605,Silver,1,Material Production,624.02,2035.65,59.5,661.09,1359.08,163.23,28.3,4.1,28.6,55.3,2659.67,22.6,Medium
P0249,Mid-rise,9578,Platinum,3,Material Production,1878.51,1331.35,66.0,679.96,1457.9,217.87,0.3,67.0,32.5,52.2,3209.86,49.8,High
P0250,High-rise,18779,Gold,2,Material Production,1747.11,2883.4,42.1,742.65,988.23,73.97,10.8,10.3,14.3,63.0,4630.51,34.2,Medium
P0251,High-rise,6590,None,0,Construction,1477.61,1190.93,38.4,363.35,1169.68,212.75,1.2,52.2,6.7,26.8,2668.54,6.1,Low
P0252,High-rise,6582,Platinum,0,Material Production,1068.01,2897.9,78.6,390.1,217.33,96.27,37.7,44.5,3.7,89.8,3965.91,37.2,High
P0253,High-rise,17518,Gold,3,Construction,1136.58,2734.01,60.9,494.2,325.0,252.98,7.3,13.1,23.0,66.9,3870.59,36.7,High
P0254,Low-rise,2425,Gold,3,Operation,1955.44,1030.03,79.1,376.72,1126.49,43.44,43.5,12.0,39.1,33.8,2985.47,40.1,High
P0255,Low-rise,18940,Silver,2,Material Production,1938.39,2469.56,46.9,986.44,703.91,236.48,32.2,60.9,32.9,62.2,4407.95,28.5,Medium
P0256,High-rise,7417,Basic,1,End-of-life,587.48,2988.13,65.2,832.65,724.35,47.98,11.5,29.4,17.4,30.0,3575.61,15.4,Medium
P0257,Mid-rise,1052,Basic,3,Material Production,1659.99,982.19,41.1,248.19,532.05,266.73,7.9,45.8,21.5,21.3,2642.18,16.6,Medium
P0258,Low-rise,4411,None,0,Operation,555.04,1479.3,43.1,105.03,950.3,105.18,31.4,35.3,11.2,67.3,2034.34,2.1,Low
P0259,High-rise,3889,Basic,2,Operation,584.37,1704.49,55.6,138.5,359.23,203.23,45.0,50.9,6.5,68.6,2288.86,17.8,Medium
P0260,Low-rise,14129,Basic,0,Material Production,1416.97,1096.31,46.0,319.66,977.68,156.5,35.9,33.5,19.3,63.8,2513.28,10.3,Low
P0261,Low-rise,2930,Silver,0,Operation,929.0,341.22,38.4,202.86,343.32,122.56,17.4,20.1,18.5,33.8,1270.22,17.9,Medium
P0262,Mid-rise,958,Gold,1,Construction,1876.78,894.35,43.1,580.0,189.36,200.72,29.4,25.4,20.9,65.3,2771.13,32.0,Medium
P0263,High-rise,13895,Silver,1,Construction,360.22,1061.23,31.8,872.2,562.5,285.31,15.5,60.1,38.1,24.2,1421.45,22.3,Medium
P0264,High-rise,707,None,0,Material Production,1120.75,1497.72,65.2,763.08,423.6,31.56,50.0,32.8,24.2,65.7,2618.47,2.2,Low
P0265,Mid-rise,1399,Platinum,1,Construction,1853.34,761.98,54.6,294.05,1344.59,277.28,37.4,14.9,24.2,61.6,2615.32,44.1,High
P0266,Mid-rise,12153,Platinum,2,Construction,1827.4,2657.79,34.7,459.37,176.93,190.54,30.7,65.4,5.1,69.1,4485.19,49.1,High
P0267,High-rise,16905,Gold,2,End-of-life,481.75,2203.26,38.6,557.1,347.26,246.05,21.2,55.8,39.9,87.2,2685.01,37.3,High
P0268,High-rise,9101,Platinum,1,Material Production,859.95,530.04,35.1,829.19,868.21,127.48,30.9,3.9,30.9,83.8,1389.99,43.5,High
P0269,Mid-rise,1394,Silver,4,Operation,1314.42,2055.25,60.6,855.21,773.49,152.12,17.1,69.9,35.1,93.5,3369.67,29.8,Medium
P0270,Low-rise,1014,Platinum,0,Material Production,486.91,2064.87,34.7,918.75,164.19,263.28,1.4,48.6,16.6,93.2,2551.78,37.9,High
P0271,Low-rise,4609,None,2,Construction,1942.44,2881.8,67.7,558.32,110.15,136.16,19.8,11.2,20.1,77.9,4824.24,9.9,Low
P0272,Mid-rise,13758,Basic,0,End-of-life,1846.55,308.16,31.0,724.85,1483.3,169.7,46.5,16.6,20.9,91.7,2154.71,8.6,Low
P0273,Low-rise,15813,Basic,0,Material Production,500.51,969.42,42.5,200.62,1022.37,25.65,31.3,48.5,7.8,85.0,1469.93,8.8,Low
P0274,Mid-rise,15849,None,2,Material Production,418.08,2805.04,74.5,608.76,611.57,64.41,4.2,54.6,27.6,74.6,3223.12,14.6,Low
P0275,Low-rise,7679,None,2,Construction,353.74,2816.76,65.9,323.82,758.61,199.67,44.2,16.7,36.1,25.7,3170.5,14.6,Low
P0276,Low-rise,10826,Silver,4,Construction,1837.0,2245.58,33.6,488.55,473.17,220.75,13.4,18.0,6.5,23.7,4082.58,32.3,Medium
P0277,High-rise,12287,Gold,2,Material Production,548.52,2367.56,71.1,670.65,582.82,183.13,12.2,21.5,3.5,82.8,2916.08,37.1,High
P0278,High-rise,2060,Silver,4,Construction,949.31,547.0,54.7,331.29,1008.66,60.13,14.9,41.9,29.5,56.7,1496.31,29.3,Medium
P0279,Low-rise,14112,None,0,Construction,1007.93,1687.46,72.3,146.97,1335.94,144.71,28.9,12.0,10.9,81.1,2695.39,6.4,Low
P0280,Low-rise,18150,Gold,0,Construction,1278.22,925.27,60.0,109.21,357.78,119.43,27.2,7.3,25.0,43.5,2203.49,29.1,Medium
P0281,High-rise,5280,Silver,0,Construction,329.12,789.29,64.1,119.94,1276.51,158.79,24.6,47.5,27.8,49.8,1118.41,22.0,Medium
P0282,High-rise,18811,Basic,0,Construction,608.17,2487.82,79.7,107.51,270.18,263.69,35.9,54.5,12.9,72.5,3095.99,12.5,Low
P0283,High-rise,12394,Gold,2,End-of-life,1876.68,664.6,41.6,199.32,400.99,237.24,15.8,35.1,32.6,88.6,2541.28,34.6,Medium
P0284,Mid-rise,2856,Basic,3,Construction,1835.14,1565.36,61.2,315.54,152.05,43.52,39.1,25.5,22.0,26.6,3400.5,18.4,Medium
P0285,Low-rise,5290,Basic,0,Operation,1606.32,2834.16,53.0,299.1,297.14,269.29,8.8,30.2,34.8,84.6,4440.48,9.7,Low
P0286,High-rise,17190,Platinum,4,Material Production,234.92,801.75,32.0,988.12,1384.22,152.09,39.1,27.2,30.5,79.5,1036.67,54.1,High
P0287,Low-rise,10681,Basic,4,End-of-life,788.61,2940.58,30.7,375.41,743.21,228.28,33.2,67.2,34.7,43.7,3729.19,22.4,Medium
P0288,Mid-rise,7557,Silver,1,End-of-life,1330.33,2984.58,36.0,214.68,208.73,59.21,34.2,53.8,0.8,46.6,4314.91,27.6,Medium
P0289,Mid-rise,16582,Platinum,0,Construction,695.34,1800.17,62.5,591.01,1443.62,207.8,24.1,14.6,9.7,23.5,2495.51,39.8,High
P0290,High-rise,1161,Gold,0,Material Production,1837.26,759.39,58.4,872.16,1330.59,86.17,33.4,26.9,3.6,21.2,2596.65,28.5,Medium
P0291,Mid-rise,5144,None,0,Operation,1341.0,1153.48,57.7,710.25,1156.56,142.75,4.0,38.1,17.7,55.8,2494.48,3.1,Low
P0292,Low-rise,16211,None,0,Construction,329.43,1446.13,31.6,366.47,1406.86,24.72,42.6,42.9,35.6,27.2,1775.56,3.7,Low
P0293,High-rise,3420,None,2,Material Production,1836.21,1135.18,53.5,605.45,408.18,62.45,2.8,32.8,18.7,34.6,2971.39,10.7,Low
P0294,Low-rise,16502,Silver,1,Construction,1923.98,1057.72,76.2,743.37,1270.92,45.78,7.4,56.7,34.0,83.5,2981.7,22.0,Medium
P0295,Low-rise,14525,Silver,1,Construction,339.88,2925.02,49.9,755.29,1065.99,87.13,28.8,53.7,13.1,62.8,3264.9,27.8,Medium
P0296,Mid-rise,9446,None,4,Construction,1158.25,714.09,61.2,699.88,1317.66,48.01,37.0,35.4,13.6,67.5,1872.34,18.1,Medium
P0297,Mid-rise,13232,Platinum,3,Construction,746.06,2279.99,69.0,883.73,1215.68,213.73,3.8,59.8,35.8,34.1,3026.05,45.3,High
P0298,Mid-rise,6736,Silver,4,Construction,907.11,301.11,69.2,883.09,585.09,28.13,46.0,52.6,17.0,82.1,1208.22,29.3,Medium
P0299,Mid-rise,16809,Basic,0,Construction,523.37,1909.69,56.0,621.04,1184.16,192.97,48.7,54.5,31.6,85.1,2433.06,10.0,Low
P0300,Mid-rise,14018,Silver,1,Construction,1240.53,2773.05,72.9,486.87,467.44,59.4,30.3,66.9,9.5,59.2,4013.58,24.3,Medium
P0301,High-rise,852,Gold,2,Operation,1924.36,1077.42,49.6,677.41,560.03,284.65,24.1,18.7,38.0,88.4,3001.78,39.1,High
P0302,Low-rise,7505,None,0,End-of-life,1105.53,800.92,74.4,836.39,251.07,281.27,37.1,18.7,23.0,83.4,1906.45,7.9,Low
P0303,Low-rise,14536,Basic,0,Operation,349.25,2059.54,42.0,105.09,1409.11,83.14,16.4,62.2,30.4,74.8,2408.79,10.8,Low
P0304,Low-rise,17042,Gold,3,Construction,1316.0,2224.02,44.0,992.8,507.4,192.04,24.7,54.1,3.6,75.1,3540.02,40.5,High
P0305,Low-rise,1456,Silver,3,Construction,812.4,2157.68,32.7,264.6,828.87,27.84,45.8,64.9,19.7,27.9,2970.08,26.3,Medium
P0306,Mid-rise,2571,Silver,2,Operation,1740.67,1162.16,69.8,523.22,647.87,280.9,47.8,4.4,36.0,40.3,2902.83,26.2,Medium
P0307,Low-rise,9095,Silver,2,Operation,982.42,980.95,50.9,884.83,1443.9,166.44,46.4,43.9,35.1,25.0,1963.37,25.8,Medium
P0308,High-rise,15640,None,2,End-of-life,547.11,2880.98,41.5,302.54,569.07,32.1,13.1,10.1,1.9,20.7,3428.09,9.0,Low
P0309,High-rise,13303,None,0,Operation,543.99,2792.91,41.6,529.12,1189.96,115.9,11.6,35.3,12.1,31.9,3336.9,7.4,Low
P0310,Low-rise,3953,Silver,1,End-of-life,1583.78,1534.75,75.1,219.32,1297.58,41.52,14.9,10.9,17.7,86.0,3118.53,23.7,Medium
P0311,Low-rise,7175,Basic,0,Construction,678.06,2584.72,71.7,455.57,709.85,130.02,22.1,9.0,6.9,38.0,3262.78,8.0,Low
P0312,High-rise,1455,None,0,Material Production,1581.02,1521.27,57.7,259.42,629.44,207.58,15.7,0.9,29.2,92.8,3102.29,2.6,Low
P0313,High-rise,6795,Gold,4,Material Production,570.6,1445.85,60.8,427.26,1146.84,151.57,18.7,44.1,7.4,64.8,2016.45,39.0,High
P0314,Mid-rise,16421,Platinum,2,Material Production,779.04,723.26,53.7,436.12,1378.05,127.44,31.0,25.1,13.9,37.8,1502.3,49.8,High
P0315,High-rise,18596,Gold,3,Material Production,1037.88,1451.3,49.6,993.85,1156.9,53.36,38.1,7.4,26.5,57.3,2489.18,37.4,High
P0316,Mid-rise,15782,Platinum,1,Construction,1897.75,1751.03,75.8,995.33,417.98,88.58,36.8,22.6,19.3,36.4,3648.78,45.8,High
P0317,Mid-rise,5203,Basic,1,Material Production,1877.12,360.76,36.3,203.31,1343.63,48.04,40.7,11.8,29.5,93.8,2237.88,18.0,Medium
P0318,Mid-rise,7063,Platinum,1,Operation,572.37,1499.11,50.9,753.37,642.61,246.1,1.6,65.9,38.4,83.5,2071.48,44.7,High
P0319,Mid-rise,12503,None,0,Operation,844.79,2409.66,47.2,146.57,906.72,57.87,2.4,22.4,4.7,22.0,3254.45,2.0,Low
P0320,Mid-rise,11317,Platinum,0,Material Production,468.92,2136.12,54.9,127.17,1264.01,186.7,39.5,23.4,28.4,91.1,2605.04,40.9,High
P0321,Low-rise,11671,Platinum,3,Operation,1117.97,2014.92,52.9,194.8,363.75,115.97,26.7,58.8,9.2,74.1,3132.89,47.6,High
P0322,High-rise,13082,Gold,3,End-of-life,1029.05,2755.8,55.9,968.94,1198.31,83.27,28.9,45.3,16.6,26.2,3784.85,39.0,High
P0323,Mid-rise,12701,Platinum,2,Construction,1821.37,348.69,37.0,946.78,934.63,199.05,2.6,49.7,1.3,70.3,2170.06,45.3,High
P0324,High-rise,18278,Silver,2,Material Production,1874.01,1804.03,55.7,274.54,1350.68,147.96,12.8,44.5,5.4,68.5,3678.04,24.2,Medium
P0325,High-rise,12973,Basic,4,Material Production,890.42,2425.84,42.1,245.51,340.76,132.04,31.9,66.2,12.8,36.4,3316.26,22.2,Medium
P0326,Mid-rise,9961,Silver,0,Construction,1085.13,1761.61,39.2,316.48,688.96,186.0,43.0,14.5,13.7,76.9,2846.74,17.0,Medium
P0327,Low-rise,16096,Silver,1,Operation,1813.23,1174.52,33.2,563.99,1265.98,157.55,45.8,69.2,36.0,26.5,2987.75,26.1,Medium
P0328,Mid-rise,1029,None,1,Construction,1652.07,667.88,68.1,612.73,126.92,104.98,25.0,58.2,29.7,56.7,2319.95,7.2,Low
P0329,Low-rise,19842,Silver,3,Construction,206.58,2696.42,51.4,299.43,257.08,176.54,27.3,41.2,38.9,20.7,2903.0,26.0,Medium
P0330,High-rise,13265,Platinum,4,Operation,776.11,1571.06,61.3,780.96,1486.79,207.46,41.7,46.4,24.0,92.7,2347.17,53.4,High
P0331,Low-rise,14410,None,1,Construction,959.19,2670.91,66.4,378.6,492.55,27.47,26.9,45.4,9.7,76.4,3630.1,7.1,Low
P0332,Low-rise,12061,Gold,4,Operation,613.49,1881.8,64.0,929.92,1465.76,150.44,25.8,4.1,13.1,31.9,2495.29,43.6,High
P0333,Low-rise,9631,Platinum,4,Operation,559.23,2120.32,53.5,691.05,355.54,36.15,45.3,15.3,12.8,45.6,2679.55,52.9,High
P0334,High-rise,1025,Platinum,1,Construction,268.01,2471.51,49.4,492.72,605.53,72.19,39.5,67.3,13.1,32.0,2739.52,46.3,High
P0335,High-rise,16885,Platinum,1,End-of-life,1358.07,2079.72,48.8,810.92,1154.02,176.94,45.5,37.4,26.9,77.5,3437.79,43.0,High
P0336,Low-rise,874,Silver,2,Operation,672.52,1374.75,62.0,836.12,1020.89,262.53,10.9,26.5,21.2,24.4,2047.27,27.8,Medium
P0337,Low-rise,12697,Platinum,4,Construction,294.22,1686.81,54.7,361.43,913.57,267.19,26.2,53.3,15.4,83.0,1981.03,51.2,High
P0338,Mid-rise,5148,Gold,0,Operation,615.76,2468.22,72.5,405.74,841.86,39.58,42.1,36.7,6.0,90.7,3083.98,27.8,Medium
P0339,Low-rise,2865,None,3,End-of-life,1643.45,1308.86,73.7,942.36,1280.82,137.35,5.6,0.9,0.9,70.7,2952.31,14.3,Low
P0340,Mid-rise,18409,Silver,1,End-of-life,1732.68,1347.93,38.5,248.27,428.93,183.24,39.7,51.5,8.8,36.0,3080.61,27.3,Medium
P0341,Low-rise,2146,Gold,3,Material Production,1069.52,558.36,36.8,137.94,719.46,61.18,9.1,51.3,4.3,47.0,1627.88,40.4,High
P0342,Mid-rise,513,Basic,2,Operation,948.93,2769.38,61.5,508.65,317.63,234.32,40.4,11.6,31.4,55.8,3718.31,14.5,Low
P0343,High-rise,5099,Silver,2,Operation,1960.14,545.8,45.1,821.09,934.32,228.39,30.6,67.0,4.5,65.3,2505.94,28.8,Medium
P0344,Low-rise,2778,Gold,4,Construction,561.02,2050.16,30.9,794.5,450.76,272.94,9.7,15.7,29.0,70.1,2611.18,39.7,High
P0345,Low-rise,14796,None,4,Operation,587.65,1415.63,74.4,927.58,567.38,22.38,23.7,32.0,15.4,61.6,2003.28,15.8,Medium
P0346,Low-rise,3655,Silver,4,Material Production,725.36,1395.17,41.3,579.88,759.75,80.67,34.1,8.0,2.9,46.3,2120.53,33.9,Medium
P0347,Low-rise,8821,Gold,0,End-of-life,510.96,2134.79,76.5,190.06,137.48,251.61,31.7,42.2,32.5,86.8,2645.75,32.1,Medium
P0348,Mid-rise,4314,Silver,3,End-of-life,882.86,481.15,65.9,629.82,228.71,207.76,21.4,26.3,23.2,26.1,1364.01,29.7,Medium
P0349,Low-rise,13625,None,0,Material Production,1839.5,1903.01,68.1,800.56,1060.3,270.43,45.0,24.7,9.4,55.0,3742.51,6.2,Low
P0350,High-rise,3716,None,2,Operation,1307.63,2384.49,40.1,184.0,700.56,36.01,26.0,57.9,35.8,78.2,3692.12,9.1,Low
P0351,High-rise,2613,Basic,2,Operation,941.5,2536.17,41.7,255.39,1310.71,187.15,25.3,0.7,1.8,24.6,3477.67,16.1,Medium
P0352,Low-rise,10738,Platinum,2,Material Production,1881.94,760.43,56.1,111.06,1072.54,179.33,3.1,55.9,8.1,72.9,2642.37,49.6,High
P0353,High-rise,14260,Basic,2,Construction,287.24,2723.03,38.6,634.29,111.34,29.99,46.1,40.0,30.1,81.5,3010.27,18.9,Medium
